,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
200,CRMT,"America&#39;s Car-Mart, Inc.",96.71,$640.15M,,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/crmt
201,ABCB,Ameris Bancorp,28.53,$1.98B,1994.0,Finance,Major Banks,https://old.nasdaq.com/symbol/abcb
202,AMSF,"AMERISAFE, Inc.",69.03,$1.33B,2005.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/amsf
203,ASRV,AmeriServ Financial Inc.,3.21,$54.71M,,Finance,Major Banks,https://old.nasdaq.com/symbol/asrv
204,ASRVP,AmeriServ Financial Inc.,28.0038,$588079.8,,Finance,Major Banks,https://old.nasdaq.com/symbol/asrvp
205,ATLO,Ames National Corporation,21.0,$191.58M,,Finance,Major Banks,https://old.nasdaq.com/symbol/atlo
206,AMGN,Amgen Inc.,225.67,$132.75B,1983.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/amgn
207,FOLD,"Amicus Therapeutics, Inc.",12.89,$3.32B,2007.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/fold
208,AMKR,"Amkor Technology, Inc.",12.55,$3.03B,1998.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/amkr
209,AMPH,"Amphastar Pharmaceuticals, Inc.",19.52,$901.79M,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/amph
210,IBUY,Amplify Online Retail ETF,68.7,$419.07M,,,,https://old.nasdaq.com/symbol/ibuy
211,AMHC,Amplitude Healthcare Acquisition Corporation,9.74,$121.75M,1991.0,Finance,Business Services,https://old.nasdaq.com/symbol/amhc
212,AMHCU,Amplitude Healthcare Acquisition Corporation,10.01,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/amhcu
213,AMHCW,Amplitude Healthcare Acquisition Corporation,0.6499,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/amhcw
214,ASYS,"Amtech Systems, Inc.",5.38,$75.57M,,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/asys
215,AMRS,"Amyris, Inc.",4.68,$763.1M,2010.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/amrs
216,ADI,"Analog Devices, Inc.",124.59,$45.9B,,Technology,Semiconductors,https://old.nasdaq.com/symbol/adi
217,ANAB,"AnaptysBio, Inc.",19.44,$530.27M,2017.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/anab
218,AVXL,Anavex Life Sciences Corp.,3.9,$228.79M,,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/avxl
219,ANCN,Anchiano Therapeutics Ltd.,1.13,$8.38M,2019.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ancn
220,ANDA,Andina Acquisition Corp. III,10.2027,$141.77M,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/anda
221,ANDAR,Andina Acquisition Corp. III,0.18,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/andar
222,ANDAU,Andina Acquisition Corp. III,10.44,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/andau
223,ANDAW,Andina Acquisition Corp. III,0.15,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/andaw
224,ANGI,ANGI Homeservices Inc.,12.56,$6.2B,,Consumer Services,Advertising,https://old.nasdaq.com/symbol/angi
225,ANGO,"AngioDynamics, Inc.",12.01,$452.71M,2004.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/ango
226,ANIP,"ANI Pharmaceuticals, Inc.",32.17,$397M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/anip
227,ANIK,Anika Therapeutics Inc.,36.96,$524.92M,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/anik
228,ANIX,"Anixa Biosciences, Inc.",2.24,$47.06M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/anix
229,ANPC,"AnPac Bio-Medical Science Co., Ltd.",7.4,$82.89M,2020.0,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/anpc
230,ANSS,"ANSYS, Inc.",289.1,$24.75B,1996.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/anss
231,ATRS,"Antares Pharma, Inc.",3.12,$516.55M,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/atrs
232,ATEX,Anterix Inc.,56.13,$965.82M,2015.0,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/atex
233,APLS,"Apellis Pharmaceuticals, Inc.",31.44,$2.37B,2017.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/apls
234,APEX,Apex Global Brands Inc.,0.62,$3.45M,,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/apex
235,APXT,Apex Technology Acquisition Corporation,9.82,$437.58M,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/apxt
236,APXTU,Apex Technology Acquisition Corporation,10.45,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/apxtu
237,APXTW,Apex Technology Acquisition Corporation,1.5,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/apxtw
238,APHA,Aphria Inc.,4.39,$1.26B,,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/apha
239,APOG,"Apogee Enterprises, Inc.",26.37,$694.07M,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/apog
240,APEN,"Apollo Endosurgery, Inc.",1.79,$37.82M,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/apen
241,AINV,Apollo Investment Corporation,11.4,$743.95M,2004.0,,,https://old.nasdaq.com/symbol/ainv
242,AMEH,"Apollo Medical Holdings, Inc.",17.01,$605.58M,,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/ameh
243,APPF,"AppFolio, Inc.",173.1,$5.93B,2015.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/appf
244,APPN,Appian Corporation,53.61,$3.63B,2017.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/appn
245,AAPL,Apple Inc.,331.5,$1436.83B,1980.0,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/aapl
246,APDN,"Applied DNA Sciences, Inc.",7.36,$34.43M,,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/apdn
247,AGTC,Applied Genetic Technologies Corporation,5.22,$134.5M,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/agtc
248,AMAT,"Applied Materials, Inc.",60.19,$55.16B,1972.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/amat
249,AMTI,Applied Molecular Transport Inc.,17.98,$564.58M,2020.0,,,https://old.nasdaq.com/symbol/amti
250,AAOI,"Applied Optoelectronics, Inc.",9.98,$202.99M,2013.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/aaoi
251,APLT,"Applied Therapeutics, Inc.",41.72,$923.01M,2019.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aplt
252,APRE,"Aprea Therapeutics, Inc.",27.01,$568.69M,2019.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/apre
253,APVO,Aptevo Therapeutics Inc.,5.77,$18.65M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/apvo
254,APTX,Aptinyx Inc.,3.53,$161.16M,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aptx
255,APM,Aptorum Group Limited,3.35,$101.79M,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/apm
256,APTO,"Aptose Biosciences, Inc.",7.07,$631.17M,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/apto
257,APYX,Apyx Medical Corporation,4.91,$167.84M,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/apyx
258,AQMS,"Aqua Metals, Inc.",0.8732,$52.4M,2015.0,Basic Industries,Metal Fabrications,https://old.nasdaq.com/symbol/aqms
259,AQB,"AquaBounty Technologies, Inc.",2.63,$84.39M,,,,https://old.nasdaq.com/symbol/aqb
260,AQST,"Aquestive Therapeutics, Inc.",5.15,$172.95M,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aqst
261,ARAV,"Aravive, Inc.",12.15,$193.78M,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arav
262,ABUS,Arbutus Biopharma Corporation,2.05,$141.37M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/abus
263,ABIO,"ARCA biopharma, Inc.",8.55,$16.6M,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/abio
264,RKDA,"Arcadia Biosciences, Inc.",3.88,$38.98M,2015.0,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/rkda
265,ARCB,ArcBest Corporation,25.65,$647.98M,,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/arcb
266,ACGL,Arch Capital Group Ltd.,34.98,$14.19B,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/acgl
267,ACGLO,Arch Capital Group Ltd.,25.27,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/acglo
268,ACGLP,Arch Capital Group Ltd.,24.57,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/acglp
269,FUV,"Arcimoto, Inc.",2.72,$66.56M,2017.0,Consumer Non-Durables,Motor Vehicles,https://old.nasdaq.com/symbol/fuv
270,ARCE,Arco Platform Limited,47.13,$2.59B,2018.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/arce
271,ARCT,Arcturus Therapeutics Holdings Inc.,32.66,$669.28M,2013.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arct
272,ARQT,"Arcutis Biotherapeutics, Inc.",31.43,$1.2B,2020.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arqt
273,ARDX,"Ardelyx, Inc.",6.92,$616.27M,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ardx
274,ARNA,"Arena Pharmaceuticals, Inc.",64.66,$3.66B,2000.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arna
275,ARCC,Ares Capital Corporation,15.49,$6.55B,2004.0,,,https://old.nasdaq.com/symbol/arcc
276,ARGX,argenx SE,225.95,$10.62B,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/argx
277,ARDS,Aridis Pharmaceuticals Inc.,6.75,$60.23M,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ards
278,ARKR,Ark Restaurants Corp.,13.34,$46.7M,,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/arkr
279,DWCR,Arrow DWA Country Rotation ETF,24.91,$9.96M,,,,https://old.nasdaq.com/symbol/dwcr
280,DWAT,Arrow DWA Tactical ETF,10.1,$4.04M,,,,https://old.nasdaq.com/symbol/dwat
281,AROW,Arrow Financial Corporation,30.97,$464.04M,,Finance,Major Banks,https://old.nasdaq.com/symbol/arow
282,ARWR,"Arrowhead Pharmaceuticals, Inc.",34.07,$3.47B,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arwr
283,ARTL,"Artelo Biosciences, Inc.",1.31,$4.49M,,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/artl
284,ARTLW,"Artelo Biosciences, Inc.",0.1501,,,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/artlw
285,ARTNA,Artesian Resources Corporation,36.39,$338.81M,,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/artna
286,ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",2.1,$9.29M,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/artw
287,ARVN,"Arvinas, Inc.",35.58,$1.39B,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arvn
288,ARYBU,ARYA Sciences Acquisition Corp II,10.79,$139.73M,2020.0,,,https://old.nasdaq.com/symbol/arybu
289,ARYA,ARYA Sciences Acquisition Corp.,13.86,$249.05M,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/arya
290,ARYAU,ARYA Sciences Acquisition Corp.,16.4,,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/aryau
291,ARYAW,ARYA Sciences Acquisition Corp.,4.91,,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/aryaw
292,ASNA,"Ascena Retail Group, Inc.",2.755,$27.51M,,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/asna
293,ASND,Ascendis Pharma A/S,140.98,$6.95B,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/asnd
294,APWC,Asia Pacific Wire & Cable Corporation Limited,0.985,$13.61M,,Basic Industries,Telecommunications Equipment,https://old.nasdaq.com/symbol/apwc
295,ASLN,ASLAN Pharmaceuticals Limited,1.77,$67.24M,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/asln
296,ASML,ASML Holding N.V.,357.22,$152.05B,1995.0,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/asml
297,ASPU,Aspen Group Inc.,10.36,$223.78M,,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/aspu
298,AZPN,"Aspen Technology, Inc.",110.32,$7.46B,1994.0,Technology,EDP Services,https://old.nasdaq.com/symbol/azpn
299,ASMB,"Assembly Biosciences, Inc.",22.0,$719.89M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/asmb
300,ASRT,"Assertio Holdings, Inc.",0.9954,$104.92M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/asrt
301,ASFI,"Asta Funding, Inc.",11.66,$76.58M,1995.0,Finance,Finance Companies,https://old.nasdaq.com/symbol/asfi
302,ASTE,"Astec Industries, Inc.",48.56,$1.1B,1986.0,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/aste
303,ATRO,Astronics Corporation,15.31,$470.87M,,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/atro
304,ALOT,"AstroNova, Inc.",6.84,$48.54M,1983.0,Technology,Computer peripheral equipment,https://old.nasdaq.com/symbol/alot
305,ASTC,Astrotech Corporation,2.78,$21.06M,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/astc
306,ASUR,Asure Software Inc,6.87,$108.17M,,Technology,EDP Services,https://old.nasdaq.com/symbol/asur
307,AACG,ATA Creativity Global,0.8599,$27.29M,,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/aacg
308,ATRA,"Atara Biotherapeutics, Inc.",9.74,$574.19M,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/atra
309,ATNX,"Athenex, Inc.",12.45,$1.02B,2017.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/atnx
310,ATHX,"Athersys, Inc.",2.78,$547.06M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/athx
311,ATIF,ATIF Holdings Limited,1.93,$71.55M,2019.0,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/atif
312,AAME,Atlantic American Corporation,1.8,$36.79M,,Finance,Life Insurance,https://old.nasdaq.com/symbol/aame
313,ACBI,"Atlantic Capital Bancshares, Inc.",13.25,$284.36M,,Finance,Major Banks,https://old.nasdaq.com/symbol/acbi
314,AUB,Atlantic Union Bankshares Corporation,27.16,$2.14B,,Finance,Major Banks,https://old.nasdaq.com/symbol/aub
315,AY,Atlantica Sustainable Infrastructure plc,27.8,$2.82B,2014.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ay
316,ATLC,Atlanticus Holdings Corporation,15.0,$238M,1995.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/atlc
317,AAWW,Atlas Air Worldwide Holdings,44.0,$1.15B,,Transportation,Transportation Services,https://old.nasdaq.com/symbol/aaww
318,AFH,"Atlas Financial Holdings, Inc.",0.3898,$4.66M,2013.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/afh
319,ATCX,"Atlas Technical Consultants, Inc.",10.2,$303.37M,2019.0,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/atcx
320,ATCXW,"Atlas Technical Consultants, Inc.",0.695,,2019.0,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/atcxw
321,TEAM,Atlassian Corporation Plc,174.26,$42.77B,2015.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/team
322,ATNI,"ATN International, Inc.",63.28,$1.01B,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/atni
323,ATOM,Atomera Incorporated,8.87,$175.18M,2016.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/atom
324,ATOS,"Atossa Therapeutics, Inc.",3.36,$30.94M,2012.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/atos
325,BCEL,"Atreca, Inc.",18.34,$516M,2019.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bcel
326,ATRC,"AtriCure, Inc.",50.27,$2.01B,2005.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/atrc
327,ATRI,Atrion Corporation,666.0,$1.22B,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/atri
328,LIFE,"aTyr Pharma, Inc.",3.9,$36.51M,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/life
329,AUBN,"Auburn National Bancorporation, Inc.",54.0,$192.57M,,Finance,Major Banks,https://old.nasdaq.com/symbol/aubn
330,AUDC,AudioCodes Ltd.,32.97,$987.56M,1999.0,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/audc
331,AEYE,"AudioEye, Inc.",8.73,$77.66M,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/aeye
332,AUPH,Aurinia Pharmaceuticals Inc,14.98,$1.69B,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/auph
333,EARS,Auris Medical Holding Ltd.,0.97,$4.62M,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ears
334,JG,Aurora Mobile Limited,1.62,$187.47M,2018.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/jg
335,ADSK,"Autodesk, Inc.",233.71,$51.23B,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/adsk
336,AUTL,Autolus Therapeutics plc,13.14,$686.52M,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/autl
337,ADP,"Automatic Data Processing, Inc.",160.13,$68.82B,,Technology,EDP Services,https://old.nasdaq.com/symbol/adp
338,AUTO,"AutoWeb, Inc.",1.28,$16.83M,,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/auto
339,AVDL,Avadel Pharmaceuticals plc,8.38,$487.12M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/avdl
340,AHI,"Avadim Health, Inc.",,,,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/ahi
341,AVCO,Avalon GloboCare Corp.,1.66,$131.11M,,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/avco
342,ATXI,"Avenue Therapeutics, Inc.",11.25,$187.68M,2017.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/atxi
343,AVEO,"AVEO Pharmaceuticals, Inc.",7.36,$118.35M,2010.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aveo
344,AVNW,"Aviat Networks, Inc.",14.25,$76.85M,,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/avnw
345,CDMO,"Avid Bioservices, Inc.",6.45,$364.31M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cdmo
346,CDMOP,"Avid Bioservices, Inc.",25.7,$17.99M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cdmop
347,AVID,"Avid Technology, Inc.",7.89,$344.78M,1993.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/avid
348,AVGR,"Avinger, Inc.",0.45,$14.1M,2015.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/avgr
349,CAR,"Avis Budget Group, Inc.",31.43,$2.19B,,Consumer Services,Rental/Leasing Companies,https://old.nasdaq.com/symbol/car
350,RCEL,Avita Medical Limited,6.84,$729.63M,,Capital Goods,Miscellaneous,https://old.nasdaq.com/symbol/rcel
351,AVT,"Avnet, Inc.",30.05,$2.97B,,Technology,Electronic Components,https://old.nasdaq.com/symbol/avt
352,AVRO,"AVROBIO, Inc.",22.84,$823.05M,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/avro
353,AWRE,"Aware, Inc.",3.68,$79.2M,1996.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/awre
354,ACLS,"Axcelis Technologies, Inc.",26.76,$879.74M,2000.0,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/acls
355,AXLA,Axcella Health Inc.,5.33,$191.02M,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/axla
356,AXGN,"AxoGen, Inc.",10.81,$429.83M,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/axgn
357,AAXN,"Axon Enterprise, Inc.",92.79,$5.55B,,Capital Goods,Ordnance And Accessories,https://old.nasdaq.com/symbol/aaxn
358,AXNX,"Axonics Modulation Technologies, Inc.",39.53,$1.55B,2018.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/axnx
359,AXGT,Axovant Gene Therapies Ltd.,3.22,$127.27M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/axgt
